table.gene_name,table.logFC,table.logCPM,table.F,table.PValue,table.FDR,adjust.method,comparison,test
dnj-18,-3.9129496716838466,6.5562051866451005,23.44819841959207,3.7367797393729506e-4,0.008324905213490035,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ztf-1,-3.825989449926718,6.553992217723568,23.430348018840956,3.7486937245612964e-4,0.008324905213490035,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C15C8.4,-3.866309905564045,6.272899509256136,23.36092297577816,3.795452924631291e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y71H2AM.4,-2.9212268559559984,6.708681890556984,23.311134358026834,3.829404969933237e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ril-2,-3.6443961209259097,7.1440063037965045,23.26739223614397,3.8595258976434853e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y53C12A.10,-3.673483286831644,5.2814426394255944,23.26522936776192,3.8610223973699624e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F55D12.5,-3.6310277743740618,5.906180291196954,23.24210936264574,3.877061535262146e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T14B4.1,-3.6661158062408092,6.891002488405466,23.218767287158737,3.8933334931754284e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cyk-3,-3.2258221849298225,6.647028922316644,23.217743290004215,3.8940491491147664e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T24H10.4,-2.983330707175617,7.50497055007203,23.16916876303612,3.9281737945066317e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cgh-1,-3.444750323346505,9.209191385285111,23.15475684378056,3.9383653760983973e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0491.5,-2.535398153726656,7.871481003587642,23.15438123807865,3.938631402105865e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lin-28,-4.081479828368996,4.443500522966626,23.140065450311763,3.9487862979966336e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C25H3.9,-2.3284086209556993,7.461785493695924,23.13399832004028,3.9530992098707354e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pfd-2,-3.776598083469755,5.93027275041843,23.13354367756544,3.953422620258043e-4,0.00835336449438989,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
inx-22,-2.3967161745213343,7.880543302657081,23.10030985423604,3.97714719721053e-4,0.008356011528966065,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cct-3,-2.70660560984725,6.909063288594447,23.095949790181336,3.9802719949585643e-4,0.008356011528966065,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
his-40,-4.159918165956059,4.221646091837224,23.032490932123686,4.026077275343001e-4,0.008425082862408478,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
unc-116,-2.9833259976559567,5.959755419567944,23.004315737659972,4.046611018422993e-4,0.008440997871975631,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
set-27,-4.681333796192498,3.6278078495565427,22.911748022539545,4.1149369524714726e-4,0.008529023289741665,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rps-23,-4.1493309286986015,7.6174360021387235,22.89224365585933,4.129504309539696e-4,0.008529308614038453,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pfd-5,-3.7810256982218426,6.770798172334692,22.84197098482399,4.167329526540461e-4,0.008529308614038453,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpl-17,-3.221519652263337,6.961712898238376,22.81574679808871,4.1872206934999586e-4,0.008539222232784926,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pfn-1,-2.9183365511285877,8.643775925704487,22.801162166154448,4.1983310410843334e-4,0.008539222232784926,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
bris-1,-3.355093185624938,5.726371035736989,22.749361267277102,4.2380706280892376e-4,0.008579433643169732,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rps-15,-3.6516303903569622,6.419111501682643,22.741186285710103,4.2443820902800174e-4,0.008579433643169732,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
stam-1,-2.3213340507911684,7.5846444133734545,22.716188343028183,4.263749671823487e-4,0.008587058843280428,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C04B4.2,-3.6448941182307593,7.673077108453227,22.70242271696472,4.274458759482523e-4,0.008587058843280428,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C32F10.8,-3.707249992447253,7.094658612512587,22.62483803709241,4.335405493002085e-4,0.008643946611734558,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gcc-2,-3.900039202217934,7.22988083323084,22.615693849861675,4.34265517260654e-4,0.008643946611734558,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
acl-8,-3.6194583353502887,6.493180507325503,22.589461112408515,4.363531444825679e-4,0.008643946611734558,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
praf-3,-3.6912609831293364,6.662187525792814,22.574985788692416,4.375101081576548e-4,0.008643946611734558,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T13C2.6,-3.507165868158371,8.569031358296314,22.566110864417027,4.3822121741218236e-4,0.008643946611734558,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vrk-1,-2.3475288935768934,7.098228531510547,22.435846586300478,4.488151812958797e-4,0.008799742698741137,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ncl-1,-2.4953199062304527,7.101465229800873,22.282784398734755,4.616465943455192e-4,0.008997285416363866,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sand-1,-3.218648996278683,7.376734323491516,22.20255228129569,4.6854301030210984e-4,0.00906678038764069,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
M28.5,-3.5455905251923343,8.457938823677235,22.198950045520558,4.688554470441645e-4,0.00906678038764069,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
his-63,-2.849527387623598,6.64181295532031,22.192926568897704,4.693784302377935e-4,0.00906678038764069,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hpo-9,-4.21979785637571,7.232537418077071,22.167857535927105,4.7156233825480017e-4,0.009082095889279027,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tre-1,-3.3823992342488363,7.908955672946021,22.138659402327765,4.7412089121534406e-4,0.009082232900767874,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nhr-71,-3.0196629832399697,6.6128644959664244,22.13603589224946,4.743515728537058e-4,0.009082232900767874,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cogc-3,-2.5129422292364443,6.677654999802525,22.074739600371966,4.797786606933939e-4,0.009107092496717494,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dnj-26,-4.274939241000669,4.751852486666825,22.02692975923718,4.840619159536268e-4,0.009134220373587368,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lpd-2,-4.070299571292573,5.84116420212439,22.003623912561572,4.861660105206275e-4,0.009136366827067857,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pqn-52,-2.271865766164292,7.430152542348671,21.979828379726406,4.883253134513811e-4,0.009136366827067857,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y43F4B.5,-3.6492861986087397,6.273049455071417,21.979296336406232,4.883737207300784e-4,0.009136366827067857,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ugt-45,-3.26724741515059,5.91212686764175,21.957055712756716,4.904022642884235e-4,0.009142914984976927,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C17E4.10,-2.471844791188043,6.818299424372172,21.906774761448528,4.950246175409474e-4,0.009142914984976927,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ztf-7,-3.919312822727247,8.167562872460522,21.893278552469454,4.962739562552054e-4,0.009142914984976927,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rps-28,-4.166735908453,5.303700631672462,21.882777495676745,4.972485756930878e-4,0.009142914984976927,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cct-2,-3.180615479845877,8.374760965974499,21.877730476742062,4.977177904814336e-4,0.009142914984976927,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nduf-7,-2.6473460753755798,6.706561313506528,21.867560945491906,4.986648059038741e-4,0.009142914984976927,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y71H2AM.2,-3.1828861754952134,5.228747396699456,21.853247002096754,5.0000131892839e-4,0.009142914984976927,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sqv-3,-3.9320191413945453,6.325684379143326,21.83909370702569,5.013269359200092e-4,0.009142914984976927,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ccz-1,-3.070038822653125,6.538600184471345,21.77917230653619,5.069848009679504e-4,0.009185825033608326,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpc-2,-3.1437408539185454,7.60897863695584,21.764666749095674,5.083655961392802e-4,0.009185825033608326,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y32H12A.7,-3.401238413286102,6.440554201748365,21.725949548648913,5.120726175812969e-4,0.009185825033608326,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C04F5.8,-2.737328421906129,6.5322264480537156,21.71647112864914,5.129849309775502e-4,0.009185825033608326,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ptc-1,-3.452978465170733,9.423825283533988,21.69694684297101,5.148701483372554e-4,0.009185825033608326,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nmrk-1,-4.156486913512425,5.433955612535537,21.69627455544599,5.149352063563558e-4,0.009185825033608326,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T23B12.6,-3.4196102935106336,7.606344527066421,21.64263731712468,5.201567356085061e-4,0.009228541648880262,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK1320.9,-3.7923987105845125,6.710330864054445,21.475796001033302,5.367972654545004e-4,0.00949796570773017,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R74.8,-2.729225486471228,8.126944585472076,21.43777224037229,5.406759814728109e-4,0.0095066755483391,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ddi-1,-2.7930689794652976,7.091876328427617,21.428198376229467,5.416577276737855e-4,0.0095066755483391,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hpo-35,-2.552264540494968,5.959739509481724,21.403253646745405,5.442254388076127e-4,0.009526133753283922,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK1248.15,-3.610350118081915,6.535269959744587,21.38217883284859,5.464058508039405e-4,0.009535242548000736,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rbg-3,-2.322569609100588,8.38363587319451,21.370036617752344,5.476667109052345e-4,0.009535242548000736,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fars-3,-2.383538246851775,6.880102495428288,21.316996616430398,5.532143279081261e-4,0.009590778148809672,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eif-3.H,-2.439236075299827,5.927956126395052,21.272632986727494,5.579047756507107e-4,0.0096364028577341,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y48G1C.9,-3.363807540162198,6.224360178466647,21.257304229571155,5.595362009438996e-4,0.009639081414149658,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
adpr-1,-3.460736651676761,4.308227223014218,21.223756842426507,5.631260463280147e-4,0.009660500376182027,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nxf-2,-2.693260277482355,6.898564861085013,21.165244099200642,5.69451799051105e-4,0.009660500376182027,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sqv-7,-2.9934117582097888,7.476056470552412,21.16191773778426,5.698138880888421e-4,0.009660500376182027,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
atad-3,-2.5366371319785426,6.819020880911797,21.161061781342944,5.699071060855087e-4,0.009660500376182027,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ikke-1,-2.1402750530418375,7.461643669762735,21.15424528773805,5.706500911660578e-4,0.009660500376182027,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
EEED8.14,-3.2971966427656767,6.3237085536331845,21.13054069229674,5.732426467927539e-4,0.009671062638010052,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nhr-86,-3.635664984271313,5.825132829010359,21.092802876949825,5.773983697975346e-4,0.009691089862231628,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C50C3.1,-3.4784786449529057,6.317767805040491,21.03207000406099,5.841602488805756e-4,0.009734332984076357,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
suco-1,-2.7574516454449696,8.179102211965517,21.029831027314327,5.844112898374904e-4,0.009734332984076357,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
scpl-4,-2.5791692317973496,6.9758373090316725,21.02950707408358,5.844476228760809e-4,0.009734332984076357,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F44E5.1,-2.2998270371253695,7.245723525336037,21.011453880608627,5.864765479089462e-4,0.009743270690324454,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
icd-2,-3.585054822061752,7.947939204446402,20.97133449752041,5.910148518692552e-4,0.00978141044276075,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nhl-2,-2.201655286977131,7.335125809418377,20.964706079007556,5.91768590119543e-4,0.00978141044276075,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cct-5,-4.010654670286245,8.475873143321285,20.925366533410127,5.962651273477317e-4,0.009830846001144799,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C56C10.9,-3.3438882635023655,6.189935175696172,20.843737394267336,6.057229948980213e-4,0.009936596567058245,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
spas-1,-2.474426575712656,7.8756450311197215,20.766063554667387,6.14885223479612e-4,0.010013804500104287,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F54D5.2,-3.2073693456632615,6.906288136093844,20.764840944527467,6.15030725155739e-4,0.010013804500104287,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R02F2.4,-3.8190952105571463,7.149523258900533,20.72428913760996,6.198795636641097e-4,0.010067645948166597,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T20H4.5,-2.689485318939194,6.4801643952618235,20.697633132753012,6.23091121709008e-4,0.010072490409267365,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mppa-1,-3.7838903800836503,4.5229787130157915,20.696208521690252,6.232633060719888e-4,0.010072490409267365,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C06G4.1,-2.452743380430226,7.10176502681495,20.638248253733583,6.303158591535183e-4,0.010161314183736595,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vha-7,-3.741383810591265,7.653424458128502,20.57489234942004,6.381315527936082e-4,0.010245832751417624,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rbg-1,-3.02591319962015,6.1453937017242986,20.558720278707355,6.401446183540977e-4,0.010245832751417624,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hpo-20,-4.033290188136411,3.8318792724276927,20.539386474416897,6.425609670591667e-4,0.010245832751417624,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T04A8.8,-2.421644324765379,8.262720441641697,20.534630180421477,6.431570386772282e-4,0.010245832751417624,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vps-24,-4.0393513732119954,7.554512562398515,20.53265288655339,6.434050280412355e-4,0.010245832751417624,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R08D7.5,-4.1684416864446865,5.871747119895843,20.467273192668767,6.516679442893433e-4,0.01033323048245143,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y41D4A.4,-3.183380199576572,7.504035496437655,20.442721996764504,6.548026945617883e-4,0.01033323048245143,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rtcb-1,-3.8554933339421433,6.227257821988343,20.42825033728402,6.566586966694315e-4,0.01033323048245143,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
W09D10.4,-2.5951864214878464,5.585926449982699,20.427098725110337,6.568066549574734e-4,0.01033323048245143,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sgo-1,-3.2011379403053346,6.555079228199072,20.394028086991497,6.610721656196883e-4,0.010344792835647881,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vha-18,-3.4071556176987556,6.803388523362718,20.368845842898597,6.643418698784168e-4,0.01035200016333218,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F25B5.3,-3.352982540729604,7.8071211037137855,20.350540501143588,6.667304944547476e-4,0.010364484281654875,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C18E9.2,-3.050239501591907,7.621811948737283,20.32641686966721,6.698936337844408e-4,0.010388920510638038,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hda-1,-2.231915430457908,7.809895192116659,20.29090623108149,6.74581728264218e-4,0.010399021634279812,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0511.12,-2.4331415965493455,8.399858521885278,20.289445469684413,6.747753942184418e-4,0.010399021634279812,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mrps-11,-3.2557748147379617,5.720371548603719,20.26820757106347,6.775984190916691e-4,0.010399021634279812,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C48B4.9,-3.0444280838916256,6.186333209797598,20.254386104107258,6.794430146087694e-4,0.010399021634279812,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nhr-23,-3.142208937046066,5.957688736726015,20.24997266410169,6.800332586257112e-4,0.010399021634279812,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fitm-2,-3.235441476098531,6.51455979739565,20.233207939652786,6.822807883180897e-4,0.010399021634279812,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pph-4.1,-3.273129170951451,5.8802596078160505,20.23154404664527,6.825043265901752e-4,0.010399021634279812,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pdp-1,-2.7847936271808487,8.099407922249585,20.222992536531624,6.836545395252476e-4,0.010399021634279812,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C32D5.8,-2.4664180964701683,6.423658587005244,20.207319014228123,6.857685605366717e-4,0.010399021634279812,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
kup-1,-3.85481381451437,7.692978085126128,20.165479516766503,6.914492158934147e-4,0.01042516619574318,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fic-1,-3.3155035164913165,7.074480553799252,20.154210984721608,6.929885325398285e-4,0.01042516619574318,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
daz-1,-3.5440683064510945,8.505526023903355,20.080245440914954,7.031921568743774e-4,0.01055073659692739,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
inf-1,-3.1440006391550224,8.32238896600233,20.06343174025933,7.055359796579633e-4,0.01055073659692739,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
atp-4,-2.551077290372655,7.937650627433922,20.058798340256622,7.061834726385769e-4,0.01055073659692739,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gly-5,-2.7108040097778265,6.010971728432465,20.03847426445008,7.090318458040914e-4,0.010569107126152768,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y40B1A.1,-3.7786236031594918,4.599529393461165,19.954654947648123,7.209212660480086e-4,0.010640515389467963,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rec-8,-2.288709337375229,6.995849839922443,19.9405770685384,7.229408613079552e-4,0.010640515389467963,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK1010.2,-3.130619641980793,5.775409697768766,19.929934701610016,7.244719783245678e-4,0.010640515389467963,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
atg-2,-2.9705133588567882,5.907450170524356,19.92683969211106,7.249179662224101e-4,0.010640515389467963,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F09G8.7,-3.9996400730793074,5.043890397011865,19.908468383403335,7.275718488282466e-4,0.010650934082958793,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ubxn-2,-3.116328867119631,5.800264620665601,19.889957685264662,7.302573242067169e-4,0.010666331252227415,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpac-19,-2.856817419431964,6.457138981232474,19.83580674744969,7.381799397804516e-4,0.010734024113199485,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y54F10AL.1,-3.0312624834819735,5.870120353415174,19.815602037866764,7.411616378547259e-4,0.010753431852341122,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T03D3.5,-2.726963381404255,5.0813604863796735,19.76535458640064,7.486379266769212e-4,0.01079057465352462,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cnt-1,-3.138876356756122,5.860387445832374,19.761370950124764,7.492343999698513e-4,0.01079057465352462,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F41H10.4,-3.524449292783193,5.805281846024068,19.75443893920511,7.502736566605573e-4,0.01079057465352462,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F02E9.1,-4.039324127285938,5.593819251556089,19.743046919724037,7.519852147884365e-4,0.01079057465352462,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y54H5A.2,-3.753986018234567,5.350136235895325,19.66854996613283,7.632906053289935e-4,0.010846515346405112,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rps-0,-3.142130391149817,6.941177191882855,19.649905916683956,7.661508671921954e-4,0.010846515346405112,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lin-36,-2.9403547003714654,7.71550557679882,19.64248712890793,7.672924868985883e-4,0.010846515346405112,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F17C11.7,-2.5420842630887917,6.3545631786910715,19.641057885606624,7.675126497226469e-4,0.010846515346405112,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
D2030.3,-3.4259618276094552,7.052272632117437,19.572992678179194,7.780832593248826e-4,0.010929591761447328,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mrpl-11,-3.292386065825216,6.006750800764108,19.57051902033255,7.784706046417042e-4,0.010929591761447328,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C53B4.4,-2.7354458148183385,7.600150640906152,19.560210188074432,7.800872661716119e-4,0.010929591761447328,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
