table.gene_name,table.logFC,table.logCPM,table.F,table.PValue,table.FDR,adjust.method,comparison,test
D2030.8,2.4700743455766956,8.123848146213565,15.144330705063265,0.0020404892365155675,0.016939192340527407,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tag-229,2.024598999386828,6.35161378570208,15.080691066033635,0.002071423174816635,0.017076164025729555,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
acaa-2,2.6854350524541477,9.150659843277952,15.064847926356874,0.0020792090801315614,0.01711873402796843,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C37C3.1,1.90563386694952,7.021698481988944,15.010485254035864,0.002106185810716408,0.017275486379607324,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vamp-7,2.5370738260854715,6.96015224111567,14.955695910544517,0.0021337885304559077,0.017400644515782052,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
set-4,2.2291038426394594,7.037720000549177,14.944465332891244,0.002139498481751202,0.017400644515782052,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R09A8.2,1.8816863209970718,6.969639559708612,14.943338754764941,0.0021400722503744723,0.017400644515782052,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
DY3.8,2.6651575948612285,9.247896206503919,14.903154490816863,0.002160656131243671,0.017525744237619958,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y106G6H.6,2.2320806163147533,9.253646881330415,14.902767897404502,0.0021608552781871753,0.017525744237619958,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pgl-1,2.3269213697070206,10.044801843181217,14.896265850174688,0.0021642079084972883,0.01753115810741786,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T02G5.7,2.0006164046087838,7.591513520313782,14.864054644414487,0.0021809066855396912,0.0176445350060578,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
npp-18,2.497958950750359,8.60691106796301,14.818581446147583,0.0022047373991503786,0.017749359406970186,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rbbp-5,1.76636923777131,7.966461903246661,14.800181259751575,0.0022144665009780564,0.017783827533684786,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y24F12A.1,2.1556203742147133,8.511675955393606,14.711236175382838,0.0022622087594278226,0.017988286255081146,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
panl-2,2.662101894510359,9.173305581110307,14.70416062529775,0.0022660579644600384,0.017988286255081146,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F28C1.1,1.884226453508041,7.382331052978311,14.680252667725846,0.0022791209325013794,0.018036824931274554,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
zipt-7.2,2.592542297965551,7.495084194830628,14.652070287309238,0.0022946324315986063,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rde-12,2.166325334182109,8.067227610703576,14.621293544391493,0.002311712840920961,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hsb-1,1.8362420991775272,6.951806293137519,14.617202350117013,0.0023139945213163054,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cyn-8,1.9829067604205184,7.101200536492187,14.612146934357012,0.002316817585542245,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
chdp-1,3.5781947096852744,9.542634676668314,14.598274409814254,0.0023245850112468226,0.018094710087673088,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mog-2,1.8469755329754116,7.4429809954444925,14.590157556530578,0.002329143850891942,0.018094710087673088,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C45H4.14,2.4277063345240113,6.498173280697779,14.577416191028638,0.002336321121750408,0.018094710087673088,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZC308.4,2.4658279349808936,9.902710602581033,14.466171247386589,0.002400095092662953,0.01846518621566348,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ari-1.2,2.1999415472064956,8.244052310309835,14.4644036611676,0.0024011246894008725,0.01846518621566348,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nova-1,2.3888962897569463,7.991587024204187,14.452473805801453,0.002408087180844902,0.01849694259263102,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pdi-6,2.1591429222605996,8.440419610174288,14.420483763905153,0.0024268738367774216,0.01855556532767275,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sec-20,2.7766040795429765,5.721506415720579,14.370130275062857,0.0024567925181428114,0.018671611056280915,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
H05C05.2,2.3063493614769635,7.209858699823364,14.365734158958693,0.002459424951508897,0.018671611056280915,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gem-4,2.479422904370849,4.875721943921561,14.33102928013544,0.002480322565882021,0.018796429265294817,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y95B8A.8,1.8898207363375348,7.732232626337178,14.30802848982812,0.002494286792057254,0.018870450133652156,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
era-1,2.12390139012335,10.663208710540674,14.293558464770207,0.002503118866127201,0.01887094396181409,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sup-46,2.080650513567621,8.160821814076348,14.287169997503682,0.0025070298133313884,0.01887094396181409,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
phf-10,1.969505256150328,7.325916934005793,14.276911637845442,0.0025133248019722832,0.01887094396181409,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F02H6.2,2.389801840123595,8.110337121210412,14.250026644112026,0.0025299104008550603,0.01892071593033527,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F11A5.9,2.5925335487610535,5.784872289362517,14.232279202802825,0.0025409289940985682,0.018959686174250916,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
prp-38,1.8163710909732595,8.19704175858521,14.204190390651872,0.0025584828223156543,0.01902543775273224,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
M03C11.8,2.250749021750049,8.62243955498859,14.178441177858812,0.002574699056512175,0.019067858340613714,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
otub-4,2.0313160583600713,8.053779008429663,14.169243572519058,0.0025805205570006585,0.019067858340613714,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C17E7.9,2.163379904693642,7.139189009390901,14.16843960489983,0.002581030147561688,0.019067858340613714,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dnsn-1,1.7105417339749074,6.900070748326026,14.124009733998838,0.002609375349520768,0.019194525242035018,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
smut-1,2.3128627434407534,8.311777938150085,14.122071626915911,0.002610620066614657,0.019194525242035018,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
num-1,1.7820791584860456,8.531547829115102,14.112063410521785,0.0026170587226726316,0.01919862516890968,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lsy-13,2.063352625961167,7.732779273163362,14.059036348035766,0.0026514840011830406,0.01924287553438389,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dic-1,2.0057635717637194,7.34895909403342,14.03079500549281,0.0026700340416613007,0.019265204692112153,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cogc-1,1.7440303460618152,7.324484771117287,13.926579450277583,0.002739811141438913,0.019486085993959328,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nep-1,2.306438081987573,7.111039023882579,13.919838028529478,0.002744397696488466,0.01949746742151599,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F59D12.5,2.678094851440632,5.4577691104930794,13.894575397744202,0.002761665184715768,0.019577537449521443,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eri-7,1.7848956428871163,7.208880072752429,13.878235571784815,0.002772901347387452,0.01962836609211663,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nsy-7,2.109047715395606,5.421192124115818,13.870662823497295,0.0027781268865365956,0.019630292686360858,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0205.8,2.0192291758019256,6.3451047776554965,13.845126732083932,0.0027958329235582675,0.019691470504759362,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y14H12B.2,1.7192076159114036,7.899211215646013,13.787858548254583,0.0028360225735601843,0.019834258397245924,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cfp-1,2.706512865623244,8.298332717199461,13.768716190396248,0.002849606482726478,0.019834840858977798,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rbm-25,1.907110404847581,8.707414606714533,13.739275552607676,0.002870646923330778,0.019960014656471407,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dtmk-1,1.7305152979180478,6.981660153767263,13.72126185909109,0.002883610307932221,0.019988110457796453,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C27D8.3,4.191603764172621,1.7707658625151215,13.720899241146354,0.002883871963737825,0.019988110457796453,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eak-7,2.3665918786705387,8.381348335325779,13.684757027888415,0.0029100909454588043,0.020033954726530932,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fkh-4,3.284918559797517,3.1456345036373974,13.665128303187462,0.002924447026241823,0.020035377370758514,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ced-8,2.711969518118061,4.918560544432688,13.659463683248875,0.002928605393087331,0.02004283502250229,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lin-5,2.1133673818526115,8.413617992079146,13.594533649184156,0.0029767669008159995,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F59E12.1,1.84272548899766,8.85965474107747,13.591719801101178,0.0029788748852985895,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
erh-2,2.2935604018584024,7.454767803850995,13.581279586873691,0.002986711387562258,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hda-3,2.392499220080687,7.616694800968653,13.572331771329095,0.0029934468536359994,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C29F7.10,2.0230189718697464,5.786127684335323,13.521867935561506,0.0030317673986243006,0.020322802202893283,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dpy-18,2.5439949508726842,6.136814827334362,13.449355496773956,0.003087838925863467,0.02057193912955365,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
aph-2,1.82903086779904,7.081938834846789,13.40969030592858,0.0031190230231266307,0.020653347765989438,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F08B4.7,2.1914271731929715,7.581890137885968,13.404261286840939,0.0031233197881715574,0.020660744576466158,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dnc-6,1.8670300514373306,7.190916925397818,13.375057536634856,0.0031465519201439563,0.02073041118730564,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cyl-1,1.7302512145054338,8.28954487067269,13.349314691381085,0.0031671984005023947,0.02080345911154943,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ppfr-2,2.552836254480796,7.8930737669878015,13.32628484591601,0.003185803221632887,0.020861981290088694,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y48E1C.2,2.430604183440564,6.535053897073416,13.312753732305683,0.0031967939708307963,0.020871867835554267,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
bpnt-1,1.7491578407280446,6.076618793477734,13.30109013122742,0.0032063033831227863,0.02091304174666201,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
drh-3,1.809044826324231,7.989583994152363,13.29483213392821,0.0032114191922076405,0.020925504896131424,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
W06B4.1,2.139357534201293,9.179271945046375,13.277804507975494,0.0032253873438625224,0.020972254128956813,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y77E11A.7,1.691405657258926,7.475231356428819,13.27434944770752,0.0032282302649106445,0.020972254128956813,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F32E10.5,1.8899535537387635,6.80163139570642,13.263402016917006,0.0032372574740125028,0.021009994083327665,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K12C11.1,1.8963060288611757,6.575688263384127,13.254023503857034,0.003245014422843908,0.02103942320431765,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dolk-1,2.4467666457498947,4.609193832868588,13.249914770255092,0.003248419587737203,0.021040606635254165,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ceh-83,1.7591910362293004,7.347433560146516,13.213347497288636,0.0032789098161696544,0.0211124281950411,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K07A1.15,2.3948535898898258,5.0805243272975895,13.174848820126538,0.0033113724729896383,0.021279479208808412,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
app-1,2.3734970975218093,9.173995429969246,13.156247297221695,0.003327192031786556,0.02135520686746465,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eif-2D,1.9067800382944025,7.647827495796614,13.153309701036681,0.0033296983597915475,0.02135520686746465,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
uba-2,1.8979029190244545,8.16543693455622,13.120096927614357,0.003358189192843903,0.021429933443726165,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ykt-6,2.9589827830985365,6.9110067603771625,13.114610520082973,0.003362922951739862,0.021429933443726165,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
apc-2,1.977756588074146,8.043743706954086,13.11298660043141,0.003364325590414967,0.021429933443726165,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gtf-2F2,2.036276499955792,7.771035510051859,13.096492923254807,0.003378610582172093,0.021499949796297848,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cmt-1,1.7801896449305887,8.276702871531871,13.090748138255936,0.0033836027107969,0.021510751800187886,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
E01A2.1,1.6167998714217524,7.4000941356037,13.066860208116605,0.003404453603233243,0.021580269490786255,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rsp-7,2.1134772471979733,8.312331550238282,13.043834154938073,0.003424694448363651,0.021627642698478937,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nfyc-1,1.8373811199816277,8.065960528418742,13.039534206141399,0.00342848984422204,0.021627642698478937,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T04D3.5,1.8867337359418268,8.914759992976064,13.03464714412353,0.003432809431197422,0.02163398916630113,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T28D6.6,1.8217019225506519,8.056833931901764,12.987764770485477,0.0034745727093461647,0.021854995394336326,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
M05D6.2,2.0616351917048847,8.898817137271141,12.97028894500035,0.003490292058051362,0.021869593903087663,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rbmx-2,1.8657880882313744,7.634890941357974,12.945644435005567,0.0035126010385113514,0.021946193474105848,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C17E7.4,2.1101103336976013,8.965826105884236,12.93219087403112,0.003524849923297085,0.021998287081120383,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C14C11.2,2.0343867834429448,5.589897785474665,12.916353038207673,0.0035393336142529406,0.022049913327726572,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sld-2,2.0017007765207038,7.282183690321139,12.820934996721967,0.0036280798617575032,0.02247413037705383,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y73B6BL.29,2.056413868490329,5.505833201417506,12.811816976890045,0.003636695678613281,0.022506147948498683,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rde-11,2.416886756563992,5.724030867382418,12.80148002280331,0.00364649223173921,0.022509954420564547,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
aly-3,1.876298723027857,8.81997649118166,12.787701286522381,0.0036595986357268774,0.022562341352843043,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F40G12.11,1.9284070254253989,8.255036191511673,12.7472239553526,0.003698420518661242,0.02271909013065792,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sop-2,1.7499533140354762,6.543978683759515,12.725815115127933,0.003719148320360406,0.022757562683817328,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pcyt-2.1,1.9812453888221642,7.556213414902447,12.70371854871426,0.0037406845153379943,0.022829254175857638,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ari-1.4,2.1339133618979043,9.435367333438412,12.666100752173122,0.003777684577363408,0.02300450573242267,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
txl-1,2.178440232959454,8.1006130310072,12.659799619627087,0.0037839239834050282,0.02300450573242267,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dhs-6,1.8426257804179398,7.607584640515955,12.652042481747012,0.003791621681964011,0.02302407243003022,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cec-5,1.7774665656916293,8.46987964956984,12.599965919811375,0.003843775780931821,0.02315130265101832,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
snx-27,1.8123981648751342,6.363775458024455,12.583450221634216,0.0038604908949988006,0.023161260086522997,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ztf-25,2.19525313190082,6.266295278220799,12.580120257975757,0.0038638713505965987,0.023161260086522997,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y49F6C.8,1.6114195686107495,7.114412049431529,12.577323035814105,0.00386671366125135,0.023161260086522997,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lido-5,2.7757003656438712,4.928194920506032,12.544012900843642,0.0039007492773250937,0.023322337025325584,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK643.5,1.961021807794402,8.291732569993322,12.523616451742116,0.003921762828658828,0.023387562581931417,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
spin-4,2.3828675537355775,7.700214397756173,12.516072024648594,0.0039295690231855975,0.023387562581931417,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eif-3.C,1.830925021251748,9.196493851538335,12.495305638051583,0.003951149928114977,0.023480494303764775,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T01G9.2,2.4801977304550276,7.852685183929671,12.490336085399772,0.003956334928621156,0.023480494303764775,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
raga-1,2.7846822187669793,8.566503997702492,12.487553741867597,0.003959241370101822,0.023480494303764775,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
skr-17,1.9763695036659292,7.113183273722886,12.487240510489174,0.003959568728510494,0.023480494303764775,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lcmt-1,1.7090225710058855,7.332271603574667,12.47799741158365,0.0039692429590200695,0.023495183390246633,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eas-1,1.7743568286643647,6.460398513316825,12.46870267463029,0.003978999113246588,0.02350871226444102,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y48C3A.14,1.5926541645850063,7.0743141372649845,12.461649777079286,0.0039864208472915885,0.02350871226444102,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
aptf-3,2.343249326570523,5.810942806048905,12.45204445751077,0.003996554529815989,0.02350871226444102,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK1098.2,1.7882730929269663,7.949802203010216,12.445067220480171,0.004003934452145568,0.02350871226444102,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F19F10.9,1.7391668011992552,8.238866010907723,12.436034393689072,0.00401351227858583,0.02354377508255785,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C44H4.4,2.2491342893331137,6.001614356456586,12.418198068064047,0.004032503548012545,0.02360037745913394,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ttx-7,1.9436716319550802,7.939575399297636,12.399626019118477,0.004052389933852634,0.023665522252346912,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hal-2,1.743415889036878,7.124869964112425,12.389006568250956,0.004063812439278749,0.023711020032217114,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C33A12.3,2.9987932295906274,6.627509329454792,12.374438756972266,0.004079543182300814,0.023761848178956206,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sas-7,1.7292312828180416,5.938888559967713,12.374198978473176,0.00407980269698421,0.023761848178956206,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dcap-2,1.934755167463445,8.678342086009627,12.36647472309404,0.004088173071786451,0.023789377883862515,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tag-342,1.8108633088465684,7.5280945915136535,12.339621573182532,0.0041174290846059634,0.023895728438570966,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dnj-30,1.9364689833629243,7.208152155571992,12.335900822740548,0.004121502053097214,0.02389812336116493,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T27A1.3,6.187235447447747,0.8526525460897534,12.799099800949232,0.0041457580107259135,0.023996147209246,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
M199.2,1.843745224435618,5.684167929167418,12.279119271816974,0.004184247032897692,0.02409333239081555,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
spsb-1,1.7343953023066163,6.188454480873778,12.27835715464903,0.004185096755726044,0.02409333239081555,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C01G5.5,2.2897585098353495,6.779286833478988,12.275414212987865,0.0041883798841439186,0.02409333239081555,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T19H12.2,2.2685266640220023,10.158506778303027,12.24124551808092,0.004226719596989198,0.02416484435091285,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dpf-3,2.1617203137481105,9.987793737254147,12.231972896548896,0.0042371948344074655,0.024165814818665116,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y52B11A.3,1.750547613852158,6.849714411770049,12.230757430267179,0.0042385701902385355,0.024165814818665116,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cpsf-3,1.8253259074410362,7.24967572254751,12.180125003703342,0.004296329686219511,0.024307397332172603,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y57A10A.13,1.768379146760198,8.607990475258534,12.116804911254919,0.00436986304128477,0.02463802745815912,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C02D5.4,1.739552365939326,6.725671244649597,12.106509909670406,0.004381957200803675,0.02467283142897937,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
